mass,expected_background,expected_signal,expected_total,observed_background,observed_total,luminosity
101.0,0.35793738513815704,7.769094711123721e-56,0.35793738513815704,1,1,0.04
103.0,0.33629478017137276,5.878680043395117e-47,0.33629478017137276,1,1,0.04
105.0,0.3143955836039913,7.51813556479917e-39,0.3143955836039913,0,0,0.04
107.0,0.29250089867105167,1.6250300727946276e-31,0.29250089867105167,0,1,0.04
109.0,0.27084763023418823,5.9365423925123245e-25,0.27084763023418823,0,2,0.04
111.0,0.24964848478163132,3.6654446468960647e-19,0.24964848478163132,0,0,0.04
113.0,0.22909197042820673,3.8250813730294546e-14,0.22909197042824497,1,0,0.04
115.0,0.20934239691533627,6.746454764597474e-10,0.20934239758998174,0,0,0.04
117.0,0.19053987561103744,2.0110898214742566e-06,0.19054188670085892,0,0,0.04
119.0,0.1728003195099233,0.0010132304764676658,0.17381354998639098,1,0,0.04
121.0,0.15621544323320286,0.08627916662859583,0.2424946098617987,0,0,0.04
123.0,0.14085276302868083,1.2417225268782077,1.3825752899068886,0,2,0.04
125.0,0.12675559677075754,3.0203974815403845,3.147153078311142,0,6,0.04
127.0,0.11394306396042936,1.2417225268782077,1.355665590838637,0,3,0.04
129.0,0.10241008572528797,0.08627916662859583,0.18868925235388379,0,0,0.04
131.0,0.09212738481952121,0.0010132304764676658,0.09314061529598887,0,0,0.04
133.0,0.08304148562391243,2.0110898214742566e-06,0.08304349671373391,0,0,0.04
135.0,0.07507471414584076,6.746454764597474e-10,0.07507471482048624,0,0,0.04
137.0,0.06812519801928116,3.8250813730294546e-14,0.0681251980193194,0,0,0.04
139.0,0.06206686650480418,3.6654446468960647e-19,0.06206686650480418,0,1,0.04
141.0,0.05674945048957628,5.9365423925123245e-25,0.05674945048957628,0,0,0.04
143.0,0.05199848248735957,1.6250300727946276e-31,0.05199848248735957,1,0,0.04
145.0,0.047615296638511925,7.51813556479917e-39,0.047615296638511925,0,0,0.04
147.0,0.043377028709986956,5.878680043395117e-47,0.043377028709986956,0,0,0.04
149.0,0.039036616095334035,7.769094711123721e-56,0.039036616095334035,0,0,0.04
151.0,0.034322797814698276,1.7353294177605575e-65,0.034322797814698276,0,0,0.04
153.0,0.02894011451482054,6.551102030691615e-76,0.02894011451482054,0,0,0.04
155.0,0.022568908469037415,4.179917584068127e-87,0.022568908469037415,0,0,0.04
157.0,0.014865323577281249,4.507564971076716e-99,0.014865323577281249,0,0,0.04
159.0,0.005461305366080133,8.2155603978229755e-112,0.005461305366080133,0,0,0.04
