mass,expected_background,expected_signal,expected_total,observed_background,observed_total,luminosity
101.0,0.21476243108289422,4.028434523616746e-56,0.21476243108289422,1,0,0.024
103.0,0.20177686810282364,3.0482158501945114e-47,0.20177686810282364,1,1,0.024
105.0,0.18863735016239477,3.898307072908273e-39,0.18863735016239477,0,1,0.024
107.0,0.17550053920263098,8.426113325389557e-32,0.17550053920263098,0,0,0.024
109.0,0.16250857814051295,3.0782186617791856e-25,0.16250857814051295,0,0,0.024
111.0,0.1497890908689788,1.9006080256455706e-19,0.1497890908689788,0,0,0.024
113.0,0.13745518225692405,1.9833829334957908e-14,0.1374551822569439,1,0,0.024
115.0,0.12560543814920178,3.4981747933656194e-10,0.12560543849901926,0,1,0.024
117.0,0.11432392536662246,1.0427912090351292e-06,0.1143249681578315,0,0,0.024
119.0,0.103680191705954,0.0005253807275561722,0.10420557243351017,0,0,0.024
121.0,0.0937292659399217,0.04473751272691652,0.1384667786668382,0,0,0.024
123.0,0.0845116578172085,0.643858529471483,0.7283701872886915,0,0,0.024
125.0,0.07605335806245453,1.5661378760463656,1.64219123410882,0,1,0.024
127.0,0.06836583837625762,0.643858529471483,0.7122243678477407,0,1,0.024
129.0,0.06144605143517278,0.04473751272691652,0.1061835641620893,0,0,0.024
131.0,0.055276430891712726,0.0005253807275561722,0.0558018116192689,0,1,0.024
133.0,0.04982489137434746,1.0427912090351292e-06,0.049825934165556494,0,0,0.024
135.0,0.045044828487504456,3.4981747933656194e-10,0.045044828837321936,0,0,0.024
137.0,0.04087511881156869,1.9833829334957908e-14,0.04087511881158852,0,0,0.024
139.0,0.037240119902882514,1.9006080256455706e-19,0.037240119902882514,0,0,0.024
141.0,0.03404967029374577,3.0782186617791856e-25,0.03404967029374577,0,0,0.024
143.0,0.03119908949241574,8.426113325389557e-32,0.03119908949241574,0,0,0.024
145.0,0.028569177983107152,3.898307072908273e-39,0.028569177983107152,1,0,0.024
147.0,0.026026217225992174,3.0482158501945114e-47,0.026026217225992174,0,0,0.024
149.0,0.023421969657200423,4.028434523616746e-56,0.023421969657200423,0,0,0.024
151.0,0.020593678688818964,8.998037990636427e-66,0.020593678688818964,0,0,0.024
153.0,0.017364068708892323,3.3968804049187247e-76,0.017364068708892323,0,0,0.024
155.0,0.01354134508142245,2.1673727670514165e-87,0.01354134508142245,0,0,0.024
157.0,0.008919194146368749,2.337264639203314e-99,0.008919194146368749,0,0,0.024
159.0,0.0032767832196480794,4.259936114572301e-112,0.0032767832196480794,0,0,0.024
