mass,expected_background,expected_signal,expected_total,observed_background,observed_total,luminosity
101.0,0.19686556182598636,3.602060613679755e-56,0.19686556182598636,1,0,0.022
103.0,0.184962129094255,2.725589355271991e-47,0.184962129094255,1,1,0.022
105.0,0.1729175709821952,3.4857059944827376e-39,0.1729175709821952,0,1,0.022
107.0,0.16087549426907838,7.534284287817659e-32,0.16087549426907838,0,0,0.022
109.0,0.1489661966288035,2.752416636508719e-25,0.1489661966288035,0,0,0.022
111.0,0.1373066666298972,1.6994455963194082e-19,0.1373066666298972,0,0,0.022
113.0,0.12600058373551368,1.773459517513927e-14,0.1260005837355314,1,0,0.022
115.0,0.11513831830343493,3.1279241524414067e-10,0.11513831861622735,0,1,0.022
117.0,0.10479693158607058,9.324210485080943e-07,0.10479786400711909,0,0,0.022
119.0,0.09504017573045781,0.0004697738575175969,0.0955099495879754,0,0,0.022
121.0,0.08591849377826156,0.04000244551646431,0.12592093929472586,0,0,0.022
123.0,0.07746901966577445,0.5757118394737594,0.6531808591395338,0,0,0.022
125.0,0.06971557822391664,1.4003761326704833,1.4700917108944,0,0,0.022
127.0,0.06266868517823614,0.5757118394737594,0.6383805246519955,0,1,0.022
129.0,0.056325547148908375,0.04000244551646431,0.09632799266537269,0,0,0.022
131.0,0.05067006165073666,0.0004697738575175969,0.05113983550825426,0,0,0.022
133.0,0.04567281709315183,9.324210485080943e-07,0.04567374951420034,0,0,0.022
135.0,0.04129109278021242,3.1279241524414067e-10,0.041291093093004834,0,0,0.022
137.0,0.03746885891060463,1.773459517513927e-14,0.03746885891062236,0,0,0.022
139.0,0.034136776577642296,1.6994455963194082e-19,0.034136776577642296,0,0,0.022
141.0,0.031212197769266953,2.752416636508719e-25,0.031212197769266953,0,0,0.022
143.0,0.028599165368047758,7.534284287817659e-32,0.028599165368047758,0,0,0.022
145.0,0.026188413151181554,3.4857059944827376e-39,0.026188413151181554,1,0,0.022
147.0,0.023857365790492826,2.725589355271991e-47,0.023857365790492826,0,0,0.022
149.0,0.02147013885243372,3.602060613679755e-56,0.02147013885243372,0,0,0.022
151.0,0.01887753879808405,8.045675821824312e-66,0.01887753879808405,0,0,0.022
153.0,0.015917062983151296,3.0373508727040075e-76,0.015917062983151296,0,0,0.022
155.0,0.012412899657970579,1.9379756661277066e-87,0.012412899657970579,0,0,0.022
157.0,0.008175927967504687,2.0898859969708765e-99,0.008175927967504687,0,0,0.022
159.0,0.003003717951344073,3.809059823396721e-112,0.003003717951344073,0,0,0.022
