mass,expected_background,expected_signal,expected_total,observed_background,observed_total,luminosity
101.0,0.17896869256907852,3.1866315378533675e-56,0.17896869256907852,1,0,0.02
103.0,0.16814739008568638,2.411244543126765e-47,0.16814739008568638,1,1,0.02
105.0,0.15719779180199564,3.0836962075316055e-39,0.15719779180199564,0,1,0.02
107.0,0.14625044933552583,6.665348116445494e-32,0.14625044933552583,0,0,0.02
109.0,0.13542381511709412,2.434977808508017e-25,0.13542381511709412,0,0,0.02
111.0,0.12482424239081566,1.5034469196688872e-19,0.12482424239081566,0,0,0.02
113.0,0.11454598521410336,1.568924744951151e-14,0.11454598521411906,1,0,0.02
115.0,0.10467119845766813,2.767177685552747e-10,0.1046711987343859,0,1,0.02
117.0,0.09526993780551872,8.248840423312107e-07,0.09527076268956106,0,0,0.02
119.0,0.08640015975496165,0.0004155943918154457,0.0868157541467771,0,0,0.02
121.0,0.07810772161660143,0.03538892543615574,0.11349664705275717,0,0,0.02
123.0,0.07042638151434041,0.5093144455746692,0.5797408270890096,0,0,0.02
125.0,0.06337779838537877,1.2388694216520022,1.302247220037381,0,0,0.02
127.0,0.05697153198021468,0.5093144455746692,0.5662859775548839,0,0,0.02
129.0,0.05120504286264398,0.03538892543615574,0.08659396829879973,0,0,0.02
131.0,0.046063692409760604,0.0004155943918154457,0.04647928680157605,0,0,0.02
133.0,0.04152074281195622,8.248840423312107e-07,0.041521567695998546,0,0,0.02
135.0,0.03753735707292038,2.767177685552747e-10,0.037537357349638145,0,0,0.02
137.0,0.03406259900964058,1.568924744951151e-14,0.03406259900965627,0,0,0.02
139.0,0.03103343325240209,1.5034469196688872e-19,0.03103343325240209,0,0,0.02
141.0,0.02837472524478814,2.434977808508017e-25,0.02837472524478814,0,0,0.02
143.0,0.025999241243679784,6.665348116445494e-32,0.025999241243679784,0,0,0.02
145.0,0.023807648319255963,3.0836962075316055e-39,0.023807648319255963,1,0,0.02
147.0,0.021688514354993478,2.411244543126765e-47,0.021688514354993478,0,0,0.02
149.0,0.019518308047667018,3.1866315378533675e-56,0.019518308047667018,0,0,0.02
151.0,0.017161398907349138,7.117760378545671e-66,0.017161398907349138,0,0,0.02
153.0,0.01447005725741027,2.687050308294883e-76,0.01447005725741027,0,0,0.02
155.0,0.011284454234518708,1.7144670897045566e-87,0.011284454234518708,0,0,0.02
157.0,0.007432661788640624,1.848857457637888e-99,0.007432661788640624,0,0,0.02
159.0,0.0027306526830400664,3.369757331875181e-112,0.0027306526830400664,0,0,0.02
