mass,expected_background,expected_signal,expected_total,observed_background,observed_total,luminosity
101.0,0.31319521199588746,6.5434884650936085e-56,0.31319521199588746,1,1,0.035
103.0,0.29425793264995115,4.951294389403584e-47,0.29425793264995115,1,1,0.035
105.0,0.2750961356534924,6.332119143410193e-39,0.2750961356534924,0,0,0.035
107.0,0.2559382863371702,1.3686749785064553e-31,0.2559382863371702,0,1,0.035
109.0,0.23699167645491473,5.000028717930892e-25,0.23699167645491473,0,2,0.035
111.0,0.21844242418392742,3.0872058660917466e-19,0.21844242418392742,0,0,0.035
113.0,0.2004554741246809,3.221659250288946e-14,0.20045547412471312,1,0,0.035
115.0,0.18317459730091926,5.682174123738313e-10,0.18317459786913667,0,0,0.035
117.0,0.16672239115965776,1.6938322337919558e-06,0.16672408499189154,0,0,0.035
119.0,0.1512002795711829,0.0008533892534164384,0.15205366882459934,1,0,0.035
121.0,0.1366885128290525,0.07266827765708206,0.20935679048613456,0,0,0.035
123.0,0.12324616765009573,1.0458357548197805,1.1690819224698763,0,2,0.035
125.0,0.11091114717441285,2.5439175110273093,2.654828658201722,0,6,0.035
127.0,0.0997001809653757,1.0458357548197805,1.1455359357851562,0,3,0.035
129.0,0.08960882500962698,0.07266827765708206,0.16227710266670903,0,0,0.035
131.0,0.08061146171708107,0.0008533892534164384,0.08146485097049751,0,0,0.035
133.0,0.07266129992092338,1.6938322337919558e-06,0.07266299375315717,0,0,0.035
135.0,0.06569037487761067,5.682174123738313e-10,0.06569037544582809,0,0,0.035
137.0,0.05960954826687101,3.221659250288946e-14,0.05960954826690323,0,0,0.035
139.0,0.054308508191703665,3.0872058660917466e-19,0.054308508191703665,0,1,0.035
141.0,0.04965576917837925,5.000028717930892e-25,0.04965576917837925,0,0,0.035
143.0,0.045498672176439624,1.3686749785064553e-31,0.045498672176439624,1,0,0.035
145.0,0.04166338455869793,6.332119143410193e-39,0.04166338455869793,0,0,0.035
147.0,0.03795490012123859,4.951294389403584e-47,0.03795490012123859,0,0,0.035
149.0,0.03415703908341729,6.5434884650936085e-56,0.03415703908341729,0,0,0.035
151.0,0.030032448087860993,1.4615741538065785e-65,0.030032448087860993,0,0,0.035
153.0,0.025322600200467973,5.517639077060706e-76,0.025322600200467973,0,0,0.035
155.0,0.01974779491040774,3.52051860781546e-87,0.01974779491040774,0,0,0.035
157.0,0.013007158130121094,3.796478288734147e-99,0.013007158130121094,0,0,0.035
159.0,0.0047786421953201165,6.919522376328307e-112,0.0047786421953201165,0,0,0.035
