mass,expected_background,expected_signal,expected_total,observed_background,observed_total,luminosity
101.0,0.28634990811052563,5.831386508207013e-56,0.28634990811052563,1,0,0.032
103.0,0.2690358241370982,4.412464613417193e-47,0.2690358241370982,1,1,0.032
105.0,0.251516466883193,5.6430196734079984e-39,0.251516466883193,0,1,0.032
107.0,0.23400071893684132,1.2197274964813265e-31,0.23400071893684132,0,0,0.032
109.0,0.2166781041873506,4.455895377813996e-25,0.2166781041873506,0,1,0.032
111.0,0.19971878782530506,2.7512374678461994e-19,0.19971878782530506,0,2,0.032
113.0,0.1832735763425654,2.871058822277074e-14,0.18327357634259409,1,0,0.032
115.0,0.167473917532269,5.063805598376123e-10,0.16747391803864956,0,0,0.032
117.0,0.15243190048882993,1.5094991743305922e-06,0.15243340998800425,0,0,0.032
119.0,0.13824025560793865,0.0007605182778526199,0.13900077388579127,0,0,0.032
121.0,0.12497235458656228,0.0647600765500986,0.18973243113666088,0,0,0.032
123.0,0.11268221042294467,0.9320215880245032,1.0447037984474479,0,2,0.032
125.0,0.10140447741660603,2.2670730346559873,2.368477512072593,0,4,0.032
127.0,0.09115445116834349,0.9320215880245032,1.0231760391928466,0,2,0.032
129.0,0.08192806858023037,0.0647600765500986,0.14668814513032896,0,0,0.032
131.0,0.07370190785561696,0.0007605182778526199,0.07446242613346958,0,0,0.032
133.0,0.06643318849912994,1.5094991743305922e-06,0.06643469799830427,0,0,0.032
135.0,0.06005977131667261,5.063805598376123e-10,0.06005977182305317,0,0,0.032
137.0,0.054500158415424924,2.871058822277074e-14,0.05450015841545364,0,0,0.032
139.0,0.049653493203843345,2.7512374678461994e-19,0.049653493203843345,0,0,0.032
141.0,0.04539956039166103,4.455895377813996e-25,0.04539956039166103,0,0,0.032
143.0,0.04159878598988765,1.2197274964813265e-31,0.04159878598988765,0,0,0.032
145.0,0.03809223731080954,5.6430196734079984e-39,0.03809223731080954,1,0,0.032
147.0,0.034701622967989565,4.412464613417193e-47,0.034701622967989565,0,1,0.032
149.0,0.03122929287626723,5.831386508207013e-56,0.03122929287626723,0,0,0.032
151.0,0.02745823825175862,1.3025168221382103e-65,0.02745823825175862,0,0,0.032
153.0,0.02315209161185643,4.9171762497585906e-76,0.02315209161185643,0,0,0.032
155.0,0.018055126775229934,3.137394498518936e-87,0.018055126775229934,0,0,0.032
157.0,0.011892258861825,3.383322579343531e-99,0.011892258861825,0,0,0.032
159.0,0.004369044292864106,6.166498136858897e-112,0.004369044292864106,0,0,0.032
